Index,Image A,Image B,Output
27674,120970,48906,A
27675,46699,97903,A
27676,152891,7902,A
27677,103171,29544,A
27678,209851,155049,A
27679,163677,102178,A
27680,11461,161167,A
27681,148927,3946,A
27682,135937,188023,B
27683,88348,57144,A
27684,13461,2076,A
27685,34915,1747,A
27686,68184,146904,A
27687,204149,175944,A
27688,1666,72468,A
27689,73868,81866,A
27690,205170,152531,B
27691,65561,135686,A
27692,151086,1042,A
27693,133436,7266,A
27694,13787,85903,A
27695,194944,144788,A
27696,114779,109079,B
27697,185755,16588,A
27698,71346,126056,A
27699,181150,144014,A
27700,78420,2727,A
27701,51043,145405,A
27702,144032,108694,A
27703,4112,106747,A
27704,204599,81746,A
27705,180931,161410,B
27706,162227,71425,A
27707,44974,44722,A
27708,128006,104405,A
27709,134339,125846,A
27710,17336,92673,A
27711,43497,101605,A
27712,71956,175661,A
27713,3690,4004,A
27714,136362,101168,A
27715,84416,77152,A
27716,2668,167999,A
27717,203516,107785,A
27718,67555,70257,A
27719,36213,92275,A
27720,93429,150728,A
27721,91871,76755,A
27722,124779,67205,A
27723,36467,204174,A
27724,159509,75896,A
27725,96287,110499,A
27726,106606,133473,A
27727,61030,205456,B
27728,204030,142070,B
27729,106165,11863,B
27730,17125,80749,B
27731,35920,87775,A
27732,126466,37740,A
27733,183344,46582,B
27734,71834,71232,A
27735,148648,120152,A
27736,38213,926,A
27737,60257,101898,A
27738,19591,183822,A
27739,120981,30051,A
27740,113293,205497,A
27741,75660,96983,A
27742,105529,150570,A
27743,60807,172274,A
27744,202752,76056,A
27745,32849,183019,A
27746,172485,70846,A
27747,32722,194596,A
27748,107837,2694,A
27749,38865,90847,A
27750,23402,126402,A
27751,124132,1721,A
27752,187366,124668,A
27753,99250,129231,B
27754,193926,70750,B
27755,45622,78140,A
27756,152326,32692,A
27757,197694,10284,A
27758,22211,117360,B
27759,160446,101312,A
27760,137971,111512,A
27761,140954,9449,A
27762,84301,166496,A
27763,105603,153564,A
27764,44182,21830,A
27765,37568,159230,A
27766,129500,111408,A
27767,111816,30035,A
27768,116892,142827,A
27769,189203,173151,A
27770,91794,144897,A
27771,163431,8024,B
27772,188211,182427,A
27773,120669,209982,A
27774,173940,66648,A
27775,148680,33485,A
27776,120957,125685,A
27777,151732,39922,B
27778,138230,43770,A
27779,20794,173444,A
27780,175921,81130,A
27781,99704,56885,A
27782,185395,114156,A
27783,50974,48592,A
27784,2150,101505,A
27785,158065,45368,A
27786,49531,166973,A
27787,186120,199557,B
27788,1843,17206,A
27789,107968,111980,A
27790,164771,13518,A
27791,10586,101036,A
27792,102637,37397,A
27793,135031,125888,A
27794,131079,114171,A
27795,182348,87329,A
27796,54970,20777,A
27797,86625,69702,A
27798,89787,69323,A
27799,43011,178263,A
27800,176786,87843,A
27801,167860,119854,A
27802,41012,103282,A
27803,115133,173107,A
27804,38306,208706,A
27805,153795,181335,A
27806,108736,180735,A
27807,121308,198048,A
27808,77279,158752,A
27809,177681,14963,A
27810,25814,13241,A
27811,131107,50931,A
27812,40295,201803,A
27813,96072,68538,A
27814,73864,205429,A
27815,103346,209092,A
27816,110957,54,A
27817,138054,97819,A
27818,94566,86693,A
27819,87281,98423,A
27820,106801,83272,B
27821,120904,114100,A
27822,152473,46373,A
27823,145395,181135,B
27824,166066,96641,A
27825,76929,177257,A
27826,26608,9424,A
27827,93391,176952,A
27828,63060,173598,A
27829,59509,74586,A
27830,29957,183586,A
27831,171693,158336,A
27832,80259,76070,A
27833,120886,155921,A
27834,118806,203985,A
27835,199663,60694,A
27836,77828,38870,A
27837,63858,78732,A
27838,116678,28380,A
27839,124968,94374,A
27840,142217,45785,A
27841,28947,90457,A
27842,28101,11628,A
27843,60931,42187,A
27844,177027,149071,B
27845,169943,2088,A
27846,41815,100248,B
27847,151512,91981,A
27848,92314,137882,A
27849,173558,186186,A
27850,38049,98456,A
27851,201534,98258,A
27852,84651,165954,A
27853,8796,72133,A
27854,52149,61219,A
27855,38448,167218,A
27856,114930,71138,B
27857,200999,1944,A
27858,36636,57280,A
27859,63692,116117,A
27860,192906,56399,A
27861,125165,78912,B
27862,92770,107624,A
27863,149798,187898,A
27864,29150,76556,A
27865,33725,16616,A
27866,118785,181245,A
27867,209598,73199,A
27868,9695,172660,A
27869,42464,207943,A
27870,92099,182371,A
27871,72154,151368,A
27872,47838,80711,A
27873,36360,124006,A
27874,89975,66701,A
27875,84103,91086,A
27876,85150,57165,A
27877,199851,16224,A
27878,120746,162261,A
27879,143835,36555,B
27880,8434,14891,A
27881,73747,143214,A
27882,60018,1351,A
27883,96238,108622,A
27884,14809,54908,A
27885,61333,16633,A
27886,189956,9706,A
27887,145163,71976,A
27888,12822,55680,A
27889,63623,27396,A
27890,42006,44157,A
27891,79354,3783,A
27892,5128,51185,B
27893,193802,31767,A
27894,173722,108360,A
27895,61013,146084,A
27896,138793,149263,A
27897,25342,140969,A
27898,25553,84960,A
27899,186745,34493,A
27900,81235,62224,A
27901,114357,86136,A
27902,56554,70452,A
27903,17789,80084,B
27904,32478,170972,A
27905,152535,139473,B
27906,132309,171424,A
27907,165965,51368,A
27908,147180,67198,A
27909,1496,167956,A
27910,16384,124876,A
27911,108601,44020,A
27912,204518,89675,A
27913,76566,13218,A
27914,167900,15301,A
27915,48898,180095,A
27916,29102,208736,A
27917,157109,32040,B
27918,164564,205304,A
27919,49071,49729,A
27920,125405,184647,B
27921,79429,41635,A
27922,200593,4762,A
27923,185391,193976,A
27924,194091,187240,A
27925,12137,126668,A
27926,91356,180339,B
27927,29064,176704,A
27928,46209,70611,A
27929,30038,68077,B
27930,85805,127264,A
27931,148195,81823,A
27932,84800,30375,A
27933,96918,72448,B
27934,50380,86159,A
27935,120196,15148,A
27936,33041,209733,B
27937,170249,2447,A
27938,156391,161629,A
27939,146792,37397,A
27940,88649,130075,A
27941,100416,98704,A
27942,39378,118666,A
27943,74582,26772,A
27944,43675,14312,A
27945,55635,203303,A
27946,71929,127983,A
27947,66344,67386,A
27948,47053,155047,A
27949,84433,171410,A
27950,48613,8057,A
27951,84662,209959,A
27952,201020,124680,A
27953,208358,78597,A
27954,62109,165379,A
27955,54811,180703,A
27956,31500,145085,A
27957,129316,106306,A
27958,169458,89633,A
27959,155623,157200,A
27960,175091,203513,A
27961,159860,64230,A
27962,99804,40229,A
27963,129172,96307,A
27964,180730,83078,A
27965,112960,24714,A
27966,16503,5882,A
27967,35100,178122,A
27968,2936,36676,A
27969,64188,196091,A
27970,10735,83118,A
27971,206889,5043,A
27972,151966,117285,A
27973,88491,191053,A
27974,157203,194109,B
27975,156216,104944,B
27976,139881,205670,B
27977,52375,112430,A
27978,87547,170716,A
27979,96684,77588,A
27980,47585,67913,A
27981,206218,119256,B
27982,152476,178952,A
27983,105975,110828,A
27984,16,191711,A
27985,194563,77998,A
27986,5611,61311,A
27987,11898,123212,A
27988,48936,172362,B
27989,128943,10895,A
27990,31022,104192,A
27991,187507,208605,B
27992,89671,139929,B
27993,118001,120771,A
27994,120365,94591,A
27995,107677,185412,A
27996,137889,175873,A
27997,178591,54136,A
27998,37124,17293,A
27999,205444,24293,A
28000,59921,101200,B
28001,98673,18598,B
28002,61448,55710,A
28003,99028,138902,B
28004,68262,133166,A
28005,27808,53652,A
28006,118916,128910,A
28007,1917,119777,A
28008,9386,29257,A
28009,162999,159940,B
28010,1101,45067,A
28011,187473,38779,A
28012,50017,88429,A
28013,197662,19051,A
28014,2399,172728,A
28015,157443,26724,A
28016,52391,62774,A
28017,156607,194385,A
28018,115917,41431,B
28019,169015,117753,A
28020,96887,198725,A
28021,187912,156879,A
28022,166518,135109,A
28023,137924,3601,A
28024,169726,190,A
28025,193145,2422,A
28026,188157,114492,A
28027,203222,83560,B
28028,37545,137881,A
28029,133681,174750,A
28030,115515,139932,A
28031,31525,89548,A
28032,197522,180639,B
28033,25470,98761,A
28034,29357,200586,A
28035,55230,184636,A
28036,158699,165910,A
28037,129047,153401,A
28038,29354,126994,A
28039,29751,158731,B
28040,22183,150216,A
28041,158433,18767,A
28042,153826,71952,A
28043,99875,10486,A
28044,199761,175810,A
28045,9358,71912,A
28046,24008,68327,A
28047,148893,29894,A
28048,163157,10117,A
28049,155425,77093,A
28050,164053,123272,A
28051,33793,137417,A
28052,43302,14251,A
28053,45397,32833,A
28054,154045,120938,A
28055,15871,153594,A
28056,173974,112994,A
28057,76527,105582,A
28058,125229,27841,A
28059,90271,57318,B
28060,88850,146783,A
28061,38426,38391,A
28062,4924,137449,A
28063,185874,1588,A
28064,208206,200840,B
28065,113133,177629,A
28066,168937,50388,A
28067,102484,186348,A
28068,73913,185947,A
28069,130124,106659,A
28070,116393,39726,A
28071,25549,194740,A
28072,114945,30554,A
28073,200424,31626,B
28074,118440,184984,A
28075,117633,140625,A
28076,83431,30325,B
28077,176078,125607,A
28078,113030,57035,B
28079,4918,49385,A
28080,51452,152550,A
28081,7164,169337,A
28082,76398,137055,A
28083,92658,56695,A
28084,37447,67128,A
28085,31473,159177,A
28086,96833,187745,A
28087,139608,181569,B
28088,126104,37807,A
28089,127961,59276,A
28090,164932,179051,A
28091,86690,171716,A
28092,56876,83813,B
28093,97434,158209,B
28094,39033,119352,A
28095,150652,154237,B
28096,5442,121673,A
28097,37943,43278,A
28098,75210,183404,A
28099,200078,199431,A
28100,34054,194966,A
28101,183799,122723,A
28102,171204,82702,A
28103,100605,136144,A
28104,92097,199835,A
28105,193292,145,A
28106,55706,128504,A
28107,97684,49321,A
28108,64921,168781,A
28109,41553,99155,A
28110,109605,66670,A
28111,13698,154906,A
28112,203124,64290,A
28113,5126,151252,A
28114,145823,136813,B
28115,142206,58318,A
28116,114401,199685,A
28117,69171,27804,A
28118,133398,185128,A
28119,8390,44985,A
28120,141450,94858,A
28121,199871,38032,A
28122,160895,194634,A
28123,4706,82351,A
28124,197472,209959,A
28125,86586,159795,A
28126,19824,43650,B
28127,67052,121693,A
28128,49483,10602,A
28129,207819,176228,A
28130,39504,37157,A
28131,144048,180529,A
28132,129698,60950,A
28133,111770,143634,A
28134,171662,184556,A
28135,158939,137157,A
28136,60055,152525,A
28137,23186,63110,A
28138,167759,191066,A
28139,123937,69755,A
28140,196830,84206,A
28141,90391,95733,A
28142,63680,193331,B
28143,62935,168353,B
28144,18283,24123,A
28145,103385,100119,A
28146,162493,158462,A
28147,150956,28097,A
28148,143604,120052,A
28149,204141,131827,A
28150,35263,194630,A
28151,99063,171505,A
28152,148841,120821,A
28153,10040,10212,A
28154,99598,109885,A
28155,123319,200918,A
28156,160546,43582,A
28157,12382,125637,B
28158,45762,10892,A
28159,185054,189598,A
28160,203344,176245,B
28161,112876,78538,B
28162,12640,125654,B
28163,145333,1082,A
28164,96288,4455,A
28165,112314,66621,A
28166,100528,104899,A
28167,193879,203761,A
28168,36241,124637,B
28169,114172,30656,A
28170,76754,112198,A
28171,121726,78503,A
28172,95670,116557,A
28173,115517,99582,A
28174,152694,58240,A
28175,17813,118465,A
28176,162408,63630,A
28177,186186,43596,A
28178,57448,21521,B
28179,99187,186863,A
28180,52417,21405,A
28181,174335,197196,A
28182,5142,76863,A
28183,82658,198331,A
28184,128328,189532,A
28185,171680,133136,B
28186,95903,273,A
28187,193839,150788,A
28188,91330,181162,A
28189,83903,163191,A
28190,176626,128510,A
28191,87865,97317,A
28192,201345,34809,A
28193,86603,11024,A
28194,149491,197180,A
28195,135170,110323,B
28196,176167,88000,A
28197,197897,82034,A
28198,13316,67403,A
28199,190463,15690,A
28200,38190,147562,A
28201,24851,52153,A
28202,85562,130609,A
28203,68793,81599,A
28204,139753,125546,A
28205,191875,126486,A
28206,126844,183382,A
28207,154513,163763,A
28208,119906,181385,A
28209,204781,46605,A
28210,194923,204373,A
28211,178694,161719,A
28212,183865,180888,A
28213,4823,209526,B
28214,72826,121545,A
28215,37529,170833,B
28216,177634,197771,A
28217,164930,181519,B
28218,25180,12327,A
28219,189050,206279,A
28220,89547,137982,A
28221,152718,15363,A
28222,130255,58717,A
28223,186037,8835,A
28224,154933,181369,A
28225,169206,50898,A
28226,12425,5216,A
28227,189820,150816,A
28228,206348,37951,A
28229,5124,2798,A
28230,65013,144670,A
28231,103980,60274,A
28232,175780,86716,B
28233,58357,39068,A
28234,67032,58318,A
28235,147616,54214,A
28236,209274,101603,A
28237,132949,189357,A
28238,187246,176753,B
28239,141141,86649,B
28240,128048,75825,A
28241,68163,108589,A
28242,90773,162639,A
28243,23684,9630,A
28244,146969,107260,A
28245,132063,82370,A
28246,128040,3653,A
28247,102354,160448,A
28248,144310,83963,A
28249,123234,86634,A
28250,135092,149013,A
28251,105298,156734,A
28252,9171,52249,A
28253,161878,59424,A
28254,85685,156584,A
28255,29804,128019,A
28256,171209,172721,A
28257,59301,206969,A
28258,129690,175132,A
28259,21108,205368,A
28260,204393,154288,A
28261,95979,183070,A
28262,117580,177088,A
28263,55098,73475,A
28264,1613,177574,A
28265,126844,151948,A
28266,55947,192967,B
28267,140397,161531,A
28268,205060,51089,A
28269,76136,8231,A
28270,74863,100164,A
28271,100000,187479,A
28272,69614,143025,A
28273,90231,51256,A
28274,186548,168671,A
28275,176474,186621,A
28276,183708,44734,A
28277,131760,74061,A
28278,153335,172201,A
28279,38539,173862,A
28280,168250,107346,A
28281,46452,126105,A
28282,147922,186854,A
28283,159001,116179,A
28284,177023,81443,A
28285,139042,2861,A
28286,181768,175451,A
28287,80129,61095,A
28288,161202,132262,A
28289,67140,139962,A
28290,38240,19786,A
28291,156643,100608,A
28292,84399,67331,A
28293,125025,111527,B
28294,193897,96672,A
28295,89551,38978,A
28296,182136,40841,A
28297,106112,132889,A
28298,87618,6832,A
28299,77064,162818,A
28300,116451,92495,A
28301,181639,193540,A
28302,157461,112387,A
28303,78990,35894,A
28304,140077,124279,A
28305,127349,72894,B
28306,51697,199877,A
28307,112417,40748,A
28308,167367,86769,B
28309,58008,164300,A
28310,57791,94524,B
28311,123538,30756,A
28312,53381,81732,A
28313,25270,142636,A
28314,130128,47290,A
28315,15762,70064,A
28316,84077,50993,A
28317,196604,166165,A
28318,73847,24014,A
28319,71935,164173,B
28320,130255,9815,A
28321,105820,76562,A
28322,139941,39466,A
28323,56287,196989,A
28324,51243,198226,A
28325,177763,53979,A
28326,101331,35450,A
28327,61071,184874,A
28328,39853,208808,A
28329,42846,196681,A
28330,29665,169163,A
28331,35651,61194,B
28332,181814,3517,A
28333,81908,98643,A
28334,180213,160845,B
28335,203639,107464,A
28336,105822,97333,B
28337,165712,110394,A
28338,143592,183516,A
28339,21297,29942,A
28340,79516,29464,B
28341,209715,106741,A
28342,71229,43903,A
28343,107063,63828,B
28344,42735,99141,A
28345,124053,110203,A
28346,79665,85687,A
28347,181752,199748,A
28348,144912,16556,A
28349,104671,195783,A
28350,138315,60112,A
28351,175121,104020,A
28352,98598,75110,A
28353,208264,6824,A
28354,40221,55838,A
28355,145704,58191,A
28356,86368,14696,A
28357,169984,125286,A
28358,20041,171053,A
28359,61775,48927,A
28360,36589,1947,A
28361,41939,147175,A
28362,198289,6946,A
28363,71400,28387,A
28364,160794,41594,A
28365,122852,162056,A
28366,105051,185961,A
28367,17009,29071,A
28368,88722,134374,A
28369,32054,67372,A
28370,114654,158461,A
28371,147100,178807,A
28372,137160,949,A
28373,43565,144164,A
28374,144187,64248,A
28375,115563,134869,A
28376,142585,101277,A
28377,23313,187865,A
28378,69800,18942,A
28379,75302,132283,A
28380,113038,173349,B
28381,108689,78252,A
28382,149115,173762,B
28383,141682,117508,A
28384,124632,97552,A
28385,34968,15035,B
28386,110888,133198,A
28387,111529,57560,B
28388,199013,145531,A
28389,57935,199393,A
28390,138293,139112,A
28391,127991,124891,A
28392,101702,93767,A
28393,77511,164014,A
28394,36056,14510,A
28395,10814,43661,A
28396,100706,15250,A
28397,196691,144035,A
28398,61904,149917,A
28399,31598,99349,A
28400,89162,82701,A
28401,34418,163150,B
28402,142313,26069,A
28403,170902,197681,A
28404,28476,205460,A
28405,155112,112273,A
28406,145023,193006,A
28407,140318,120870,A
28408,159608,65364,A
28409,45654,78511,A
28410,93965,96383,A
28411,192518,198847,A
28412,49272,12276,A
28413,8307,181315,A
28414,173832,42872,A
28415,185375,197461,A
28416,74237,74993,A
28417,193133,146270,A
28418,179745,19657,B
28419,27383,142632,A
28420,98606,16062,A
28421,177832,138842,B
28422,119710,51710,A
28423,115989,105034,A
28424,125641,126326,A
28425,40932,87334,A
28426,28181,112619,B
28427,87526,146098,A
28428,159130,158125,B
28429,204123,167931,B
28430,99613,190091,A
28431,122204,19988,A
28432,24491,195510,A
28433,57062,206951,A
28434,191526,174780,A
28435,45229,102353,A
28436,29774,159242,A
28437,140258,195262,A
28438,140159,23162,A
28439,16571,59691,A
28440,147245,68092,A
28441,42688,207676,A
28442,65533,27753,A
28443,99237,185184,A
28444,103933,143150,A
28445,104772,103230,A
28446,90463,142777,A
28447,163092,60773,A
28448,23498,98522,A
28449,65209,164991,A
28450,27297,25756,A
28451,12782,44425,A
28452,127560,13107,A
28453,203836,18914,A
28454,96039,145329,A
28455,164894,146348,A
28456,35968,62482,A
28457,197627,104016,B
28458,39536,66441,B
28459,145491,69576,A
28460,35879,123856,B
28461,65763,81114,A
28462,203055,29236,B
28463,23,101541,A
28464,12871,185603,A
28465,22207,205616,A
28466,97343,52633,A
28467,134616,38681,A
28468,134401,108080,A
28469,143180,147600,A
28470,79900,2105,A
28471,7753,163261,A
28472,201455,35721,A
28473,152592,188432,A
28474,209231,21896,A
28475,189851,170819,A
28476,93188,9400,A
28477,42501,94120,A
28478,49422,151126,A
28479,41715,37981,A
28480,107761,117183,A
28481,25873,93551,A
28482,88095,162936,A
28483,178435,163705,A
28484,126430,184515,A
28485,209062,185534,A
28486,13481,183167,A
28487,207449,95903,A
28488,38330,46914,A
28489,191771,85856,A
28490,113970,76974,A
28491,21690,130417,A
28492,96946,134151,A
28493,17639,30041,A
28494,185745,123128,A
28495,42254,90625,A
28496,16631,188379,A
28497,153247,32774,A
28498,198621,56760,A
28499,138353,127396,A
28500,121940,49448,B
28501,93931,151102,A
28502,22637,119905,A
28503,189114,54571,A
28504,123519,1828,A
28505,22705,173002,A
28506,58657,68875,A
28507,47252,196454,A
28508,108986,173951,A
28509,57640,185801,A
28510,117128,98027,A
28511,92603,39753,A
28512,78339,91416,A
28513,119247,207855,A
28514,179902,69653,A
28515,205240,191151,A
28516,28339,126937,A
28517,26137,56898,A
28518,84068,166065,A
28519,186339,168334,A
28520,59563,5079,A
28521,13710,27250,A
28522,77791,178915,A
28523,130471,127261,A
28524,31430,124330,A
28525,157777,6723,A
28526,9586,155339,A
28527,43541,164873,A
28528,158487,156495,A
28529,8333,169182,A
28530,54303,113125,B
28531,153901,160123,A
28532,61341,72687,A
28533,40649,30193,A
28534,157002,182863,A
28535,27594,111146,A
28536,183477,12502,A
28537,16423,172569,B
28538,92858,113715,A
28539,117724,6094,A
28540,58540,52198,A
28541,93278,117292,A
28542,82882,58385,A
28543,72384,56901,A
28544,1117,103671,A
28545,111369,146879,A
28546,33639,126050,A
28547,6779,33250,A
28548,66174,87381,A
28549,90017,144298,A
28550,201237,190845,A
28551,151263,185612,A
28552,145020,44622,A
28553,162210,47399,A
28554,202326,18090,A
28555,64368,51454,A
28556,68551,142813,A
28557,150903,95939,A
28558,145441,134077,A
28559,50551,57362,A
28560,17160,41070,A
28561,40144,74880,A
28562,195610,201546,A
28563,60446,166733,A
28564,54470,188852,A
28565,109045,153913,A
28566,108898,51485,A
28567,99543,185504,A
28568,129553,148746,A
28569,73600,17525,A
28570,68475,144891,A
28571,47791,166319,A
28572,24373,190955,A
28573,125343,175504,A
28574,1997,31790,A
28575,9277,147657,A
28576,83430,123326,B
28577,165078,104717,A
28578,115177,139055,A
28579,80707,115669,A
28580,72209,142773,A
28581,50393,180191,A
28582,28174,59347,A
28583,137985,113539,B
28584,131095,178081,A
28585,126761,35302,A
28586,53883,47058,A
28587,186218,152756,B
28588,940,93680,B
28589,157174,53292,A
28590,66831,209208,A
28591,169969,95615,A
28592,161235,139673,B
28593,66584,75338,A
28594,123889,67887,A
28595,15231,21052,A
28596,14527,133014,A
28597,7378,180314,A
28598,206626,128905,A
28599,196254,68921,A
28600,36535,5665,A
28601,5241,96928,A
28602,107984,76506,A
28603,122153,152536,B
28604,98587,139173,A
28605,76992,89758,B
28606,98105,207606,A
28607,140671,27346,A
28608,45661,99740,A
28609,46304,74297,A
28610,29479,147333,B
28611,31892,112929,A
28612,114563,90906,A
28613,165494,209928,A
28614,171832,126371,A
28615,72473,64917,B
28616,187502,194460,A
28617,11162,208962,A
28618,70226,207884,A
28619,142922,46138,A
28620,151529,162402,A
28621,28547,196988,A
28622,20138,163465,A
28623,41228,85589,B
28624,139267,50968,A
28625,109706,99836,A
28626,101067,119525,A
28627,152003,133961,A
28628,97973,87905,A
28629,53499,109414,A
28630,58423,199804,A
28631,144826,198833,A
28632,173802,38785,A
28633,47724,46815,A
28634,213,121321,A
28635,160479,63385,A
28636,140647,189812,A
28637,97946,27623,A
28638,112299,27026,A
28639,100895,11272,A
28640,127753,137595,A
28641,93647,52606,A
28642,143300,126509,A
28643,165372,115237,B
28644,57551,14553,A
28645,184399,107249,A
28646,41844,125629,A
28647,65111,76045,A
28648,56650,198846,A
28649,50713,119365,A
28650,120506,86394,A
28651,147075,201805,B
28652,135883,41069,A
28653,158862,118431,A
28654,167867,194253,B
28655,133200,12042,A
28656,7510,61687,A
28657,198301,39187,A
28658,125904,160045,A
28659,124667,93692,A
28660,153047,11268,A
28661,33250,177873,A
28662,184967,46281,A
28663,145990,105930,A
28664,159698,5544,A
28665,88336,148635,B
28666,114022,75003,A
28667,169941,96326,A
28668,153162,81368,A
28669,12668,57240,B
28670,33029,23956,A
28671,4509,20858,A
28672,154957,147610,A
28673,145340,116646,A
28674,167275,64215,A
28675,114472,172978,A
28676,99878,168656,B
28677,118737,140714,A
28678,46362,41234,B
28679,54143,99256,A
28680,140475,95347,A
28681,195051,174697,A
28682,138803,90407,A
28683,155313,108329,A
28684,191446,137248,A
28685,14953,39071,A
28686,155050,97666,A
28687,113432,103302,A
28688,86278,4750,B
28689,57870,32441,A
28690,75092,108317,A
28691,37591,150929,A
28692,10007,96407,A
28693,175767,126021,A
28694,108802,187601,A
28695,201135,15713,A
28696,102256,16813,A
28697,181330,26584,A
28698,159880,34983,A
28699,28508,72057,A
28700,49908,18557,A
28701,80790,185103,A
28702,164289,192252,A
28703,93138,63180,A
28704,141945,19055,B
28705,188097,173187,A
28706,105091,155775,A
28707,6564,202552,B
28708,4127,202601,A
28709,35876,166983,A
28710,188949,161129,A
28711,169085,59014,B
28712,42621,6278,A
28713,194459,73542,A
28714,118053,158202,B
28715,54413,142421,A
28716,67543,175228,A
28717,201675,76734,B
28718,4912,131993,A
28719,189,135861,A
28720,188672,154819,A
28721,25059,173162,A
28722,93151,154787,A
28723,59490,82340,A
28724,182004,75874,A
28725,26231,115838,A
28726,178169,20550,B
28727,57394,185776,A
28728,24899,41342,A
28729,120721,13926,A
28730,43951,187888,A
28731,53686,186516,A
28732,173706,71616,A
28733,85548,47364,A
28734,2883,151826,A
28735,43143,172654,A
28736,184127,42187,A
28737,2954,119879,A
28738,86305,185514,A
28739,140682,94832,A
28740,148977,187456,A
28741,108739,62280,A
28742,46929,123885,A
28743,110932,186357,A
28744,106598,3878,A
28745,129725,47882,A
28746,9537,170935,A
28747,208364,111280,A
28748,152720,27079,B
28749,52408,85892,A
28750,149768,62932,A
28751,102249,175910,A
28752,205201,29651,A
28753,167303,166470,A
28754,157417,133571,A
28755,161550,201988,B
28756,35338,192189,A
28757,193276,14810,A
28758,118862,80345,A
28759,72487,160347,A
28760,99815,205511,A
28761,126975,9083,A
28762,188005,66338,B
28763,30586,43672,B
28764,89749,102215,B
28765,199974,180477,A
28766,153628,65154,A
28767,80391,55943,A
28768,114150,193873,A
28769,2894,173756,A
28770,161436,11042,A
28771,119265,147166,A
28772,87035,80795,A
28773,190127,36741,A
28774,117768,151411,A
28775,130912,163333,A
28776,151648,161093,A
28777,28013,4716,A
28778,88112,208214,A
28779,57680,13148,A
28780,175791,147769,A
28781,189579,82133,A
28782,191593,136452,A
28783,31566,135360,A
28784,102182,195220,A
28785,93675,62865,B
28786,118574,31651,A
28787,183396,99915,A
28788,12524,43099,A
28789,111663,14307,A
28790,85383,203959,A
28791,78652,36012,A
28792,67973,143996,A
28793,4525,107753,A
28794,37627,122539,A
28795,188450,102951,B
28796,183535,29082,A
28797,67713,126604,A
28798,61224,133690,A
28799,2887,177735,A
28800,183132,192036,A
28801,18421,63497,A
28802,17387,43128,A
28803,37102,169098,A
28804,75336,158222,B
28805,165452,95558,A
28806,49739,189336,A
28807,149737,189177,A
28808,88578,94637,A
28809,34574,197421,A
28810,71800,143961,A
28811,142008,131854,A
28812,90594,148588,A
28813,141494,168684,A
28814,199002,206390,A
28815,34851,169910,A
28816,2818,200410,A
28817,24691,61626,A
28818,97427,183550,B
28819,190311,134136,A
28820,72414,87954,B
28821,2548,193144,A
28822,159414,200938,A
28823,141260,38713,A
28824,40159,150433,A
28825,65340,164380,B
28826,120680,72911,A
28827,109027,109549,A
28828,161526,98783,A
28829,65346,152327,A
28830,15418,110787,A
28831,16326,163072,A
28832,66078,134235,A
28833,173754,11113,A
28834,151562,200214,A
28835,141921,166810,A
28836,170814,14048,A
28837,207180,154070,B
28838,200833,151134,A
28839,36108,206830,B
28840,100740,106434,A
28841,57268,116911,A
28842,58271,3219,A
28843,17418,91457,A
28844,24312,44556,B
28845,110611,28157,A
28846,94498,50215,A
28847,49909,29800,A
28848,111329,79459,A
28849,80997,169358,A
28850,118429,101230,B
28851,58356,180934,A
28852,115789,188737,A
28853,136023,176900,A
28854,79144,47894,A
28855,91124,181864,A
28856,192036,209431,A
28857,32918,50755,A
28858,168400,207927,A
28859,4295,16702,A
28860,68639,120501,B
28861,198006,48317,A
28862,166572,156916,A
28863,126153,181858,A
28864,208980,41390,A
28865,29056,114077,A
28866,112548,41179,A
28867,67022,76696,A
28868,18951,168553,A
28869,107987,3918,A
28870,551,21908,A
28871,132550,99211,A
28872,76168,5382,A
28873,26413,55915,A
28874,147457,199897,A
28875,208290,133037,B
28876,88526,117801,A
28877,24556,96895,A
28878,132182,102995,B
28879,77753,86751,A
28880,133844,10303,A
28881,72903,37625,B
28882,110314,85428,A
28883,155991,47591,A
28884,96236,113920,A
28885,134714,189436,A
28886,175051,104266,A
28887,52299,188556,A
28888,181242,26174,A
28889,171858,704,A
28890,10084,164098,A
28891,113400,106492,A
28892,189237,146986,A
28893,62194,198934,A
28894,201796,73179,A
28895,151337,112531,B
28896,141324,86304,A
28897,178123,27789,A
28898,105680,103782,A
28899,71954,84270,A
28900,41222,72194,A
28901,187730,161620,B
28902,13366,115302,A
28903,4749,55803,A
28904,124319,77552,B
28905,133565,79024,A
28906,173956,163850,A
28907,3009,95609,A
28908,191494,201916,A
28909,126655,138190,A
28910,181690,155866,A
28911,124693,61988,A
28912,199685,95589,A
28913,84810,203595,A
28914,209890,205199,A
28915,143213,199022,A
28916,185416,117598,A
28917,150989,167336,A
28918,177540,128945,A
28919,130677,72802,A
28920,203826,36165,A
28921,31447,59912,A
28922,144675,114560,A
28923,113371,38630,A
28924,84350,42996,A
28925,44750,38321,A
28926,20580,84317,B
28927,47748,108586,A
28928,104318,13194,A
28929,167435,36430,A
28930,74284,76016,A
28931,158732,11904,A
28932,182421,5708,A
28933,14256,46029,A
28934,15405,90637,A
28935,40564,190099,A
28936,167165,166969,B
28937,161598,100275,A
28938,94080,27499,A
28939,153391,100279,A
28940,34175,32343,A
28941,94937,131143,A
28942,207453,120962,A
28943,144042,55462,A
28944,149350,79068,B
28945,156467,98626,A
